更新时间,#genre#
超级体育,,https://epg.pw/stream/b5b459fdf6a6a42903675a6e0b7dea1a98b65b4821289b293c9676167fa75c74.m3u8
超级体育,http://39.134.65.83/PLTV/88888888/224/3221225635/index.m3u8
超级体育,http://[2409:8087:1a01:df::4013]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级体育,http://[2409:8087:1a0a:df::4016]/wh7f454c46tw2798497282_1170252542/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8?icpid=88888888&RTS=1713110634&from=4&hms_devid=992&online=1713110634&vqe=3
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级体育,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000009601/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3


魅力足球,#genre#
魅力足球,http://110.40.33.162:88/live/mg.php?id=魅力足球
魅力足球,http://111.167.38.165:5002/udp/225.1.1.137:5002
魅力足球,http://117.161.12.124/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球,http://120.77.28.4:8648/mgu.php?id=mlzq
魅力足球,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031207/1.m3u8
魅力足球,http://[2409:8087:5e08:24::5]:6610/000000001000/5000000011000031207/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=bestzb&Contentid=5000000011000031207&IASHttpSessionId=OTT22052520240427084404007716
魅力足球,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031207
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq
魅力足球,http://xuys.top:8888/udp/225.1.1.137:5002


央视台球,#genre#
央视台球,http://219.145.19.73:5555/udp/239.110.205.91:7912
央视台球,http://219.145.19.73:5555/udp/239.111.205.70:5140
央视台球,http://61.185.200.157:10000/rtp/239.111.205.70:5140
央视台球,http://61.185.200.221:55555/udp/239.110.205.91:7912
央视台球,http://61.185.200.221:55555/udp/239.111.205.70:5140
央视台球,http://www.akw323.com:9527/udp/238.255.2.224:5999
央视台球,http://www.lizhinas.top:8688/udp/239.252.219.80:5140


超级电影,#genre#
超级电影,http://39.134.65.83/PLTV/88888888/224/3221225644/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000003000012426/1.m3u8
超级电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影,http://zteres.sn.chinamobile.com:6060/000000001000/1000000003000012426/1.m3u8?channel-id=ystenlive&Contentid=1000000003000012426&livemode=1&stbId=3


经典电影,#genre#
经典电影,http://11.xmyxc.cn/api/php/yy.php?id=1450556636
经典电影,http://113.13.243.108:6666/udp/239.81.0.84:4056
经典电影,http://114.252.227.154:8000/rtp/239.3.1.195:9024
经典电影,http://121.24.99.168:8090/hls/103/index.m3u8
经典电影,http://123.115.117.113:9000/rtp/239.3.1.195:9024
经典电影,http://123.145.66.45:8005/udp/225.0.4.48:7980
经典电影,http://ddns.cyruslee.top:8888/udp/239.77.0.104:5146
经典电影,http://wouu.net:9977/udp/239.93.0.57:9024
经典电影,https://lunbo.freetv.top/yy/1355142167
经典电影,https://lunbo.freetv.top/yy/1461140888


精品体育,#genre#
精品体育,http://39.134.65.83/PLTV/88888888/224/3221225526/index.m3u8
精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/1.m3u8
精品体育,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000021/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000021&livemode=1&stbId=3
精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8
精品体育,https://epg.pw/stream/94ed0232b61ce8d89883160a4cdfbfc8f3225cae70ef8e17d93eec249a3c8ad6.m3u8
精品体育,https://epg.pw/stream/f7556eccd4ae06b0c2991fdc7a4f8388496559f728cc82459a8e50346040e226.m3u8


黑莓电影,#genre#
黑莓电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000019624/1.m3u8
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000001/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000001&livemode=1&stbId=3


ELEVEN体育1,#genre#
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731


足球高清,#genre#
足球高清,http://wouu.net:9977/udp/239.93.0.197:9040


凤凰中文台,#genre#
凤凰中文台,P2p://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f
凤凰中文台,P2p://generationnexxxt.com:19806/d897c583969747fc8a362653e01faf4f
凤凰中文台,http://1b6467f415.iok.la:9931/tsfile/live/1037_1.m3u8
凤凰中文台,p3p://108.181.32.169:33947/6410229e000655dd98612e41401e3e7d


快乐垂钓,#genre#
快乐垂钓,http://1.203.76.10:7788/udp/225.1.8.71:8002
快乐垂钓,http://111.167.38.165:5002/udp/225.1.1.92:5002
快乐垂钓,http://113.218.137.235:9999/udp/239.76.245.127:1234
快乐垂钓,http://123.115.117.113:9000/rtp/239.3.1.164:8001
快乐垂钓,http://124.230.56.165:55555/udp/239.76.245.127:1234
快乐垂钓,http://125.113.88.160:8888/rtp/233.50.201.109:5140
快乐垂钓,http://175.0.94.106:9000/udp/239.76.245.127:1234
快乐垂钓,http://175.6.179.79:12388/udp/239.76.245.127:1234
快乐垂钓,http://223.144.160.178:58888/udp/239.76.245.127:1234
快乐垂钓,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031206/1.m3u8
快乐垂钓,http://ddns.cyruslee.top:8888/udp/239.77.0.145:5146
快乐垂钓,http://wouu.net:9977/udp/239.93.1.151:5140
快乐垂钓,http://www.akw323.com:9527/rtp/238.255.2.191:5999
快乐垂钓,http://www.furymax.top:85/rtp/239.69.1.142:10488
快乐垂钓,http://xuys.top:8888/udp/225.1.2.18:5002
快乐垂钓,http://xuys.top:8888/udp/225.1.2.20:5002
快乐垂钓,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=klcd


CHC高清电影,#genre#
CHC高清电影,http://111.165.221.48:8000/udp/225.1.1.214:5002
CHC高清电影,http://111.167.38.165:5002/udp/225.1.1.214:5002
CHC高清电影,http://118.254.201.45:8888/udp/239.76.245.242:1234
CHC高清电影,http://ddns.cyruslee.top:8888/udp/239.77.0.27:5146
CHC高清电影,http://iptvcyp.top:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://www.yao87.com:4022/udp/239.76.245.242:1234


风云足球,#genre#
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
风云足球,http://123.189.36.186:9901/tsfile/live/1122_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://219.145.19.73:5555/udp/239.111.205.68:5140
风云足球,http://61.185.200.157:10000/rtp/239.111.205.68:5140
风云足球,http://61.185.200.221:55555/udp/239.111.205.68:5140
风云足球,http://www.akw323.com:9527/udp/238.255.2.29:5999
风云足球,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8


CHC影迷电影,#genre#
CHC影迷电影,http://1.lexlong.top:8001/udp/239.109.205.97:8712
CHC影迷电影,http://1.lexlong.top:8001/udp/239.112.205.206:5140
CHC影迷电影,http://119.98.71.95:8888/udp/239.69.1.241:11088
CHC影迷电影,http://218.76.32.193:9901/tsfile/live/1019_1.m3u8
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影,http://61.185.200.157:10000/rtp/239.112.205.206:5140
CHC影迷电影,http://gzly.hkychina.com:6003/udp/239.252.219.83:5140
CHC影迷电影,http://summer-xa.icopylock.com:8888/udp/239.112.205.206:5140
CHC影迷电影,http://xuys.top:8888/udp/225.1.1.214:5002


