更新时间,#genre#
鱼宝恐怖✔原,http://159.75.85.63:35455/douyu/1165374
小UU鬼片✔原,http://mmitv.top/test/douyu.php?id=96577&u=4150734&cate
吃奶滴虫✔原,http://159.75.85.63:35455/douyu/263824
喜剧电影✔原,http://159.75.85.63:35455/douyu/9292492
避风影院✔原,http://159.75.85.63:35455/douyu/9826611
吃米滴虫✔原,http://159.75.85.63:35455/douyu/315457
冰冰经典✔原,http://159.75.85.63:35455/douyu/74374
星爷影院✔原,http://159.75.85.63:35455/douyu/508118
瑶瑶恐怖✔原,http://159.75.85.63:35455/douyu/2935323
怡寶影院✔原,http://159.75.85.63:35455/douyu/434971
小黛兮影✔原,http://159.75.85.63:35455/douyu/11553944
萌小鬼片✔原,http://159.75.85.63:35455/douyu/3928
神乐影剧✔原,http://159.75.85.63:35455/douyu/122402
可乐影院✔原,http://159.75.85.63:35455/douyu/20415
小宇60帧✔原,http://159.75.85.63:35455/douyu/323876
恐怖惊悚✔原,http://159.75.85.63:35455/douyu/96577
電影劇場✔原,http://159.75.85.63:35455/douyu/7575350
豆瓣高分✔原,http://159.75.85.63:35455/douyu/8770422


专享央视,#genre#
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1
CCTV1,http://xgj.83mi.cn:8865/migu.php?id=cctv1
CCTV1,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000018602/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000018602
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/index.m3u8
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2
CCTV2,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000023315/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023315
CCTV2,http://xgj.83mi.cn:8865/migu.php?id=cctv2
CCTV2,http://123.114.19.80:4000/rtp/239.3.1.60:8084
CCTV3,http://xgj.83mi.cn:8865/migu.php?id=cctv3
CCTV3,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000013682/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000013682
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4a
CCTV4,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031102/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031102
CCTV4,http://xgj.83mi.cn:8865/migu.php?id=cctv4
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4o
CCTV5,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000025222/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000025222
CCTV5,http://120.77.28.4:8648/mgu.php?id=cctv5
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://xgj.83mi.cn:8865/migu.php?id=cctv5
CCTV5,http://tnvcn.com:8012/rtp/239.3.1.173:8001$北京uni1+
CCTV5,http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/index.m3u8
CCTV5,http://219.159.147.195:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8?
CCTV5,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8
CCTV5+,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031127/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031127
CCTV5+,http://zy.otioi.cn/live/migu.php?token=4zfvOqMj&id=cctv5p
CCTV5+,http://tnvcn.com:8012/rtp/239.3.1.130:8004$北京uni1+
CCTV6,http://xgj.83mi.cn:8865/migu.php?id=cctv6
CCTV6,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3
CCTV7,http://tvbox6.icu/tv/migu.php?id=cctv7
CCTV7,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000024341/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000024341
CCTV7,http://xgj.83mi.cn:8865/migu.php?id=cctv7
CCTV8,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000003736/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000003736
CCTV8,http://xgj.83mi.cn:8865/migu.php?id=cctv8
CCTV9,http://xgj.83mi.cn:8865/migu.php?id=cctv9
CCTV9,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000014583/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014583
CCTV10,http://xgj.83mi.cn:8865/migu.php?id=cctv10
CCTV10,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000023734/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023734
CCTV11,http://xgj.83mi.cn:8865/migu.php?id=cctv11
CCTV11,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031106/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031106
CCTV12,http://xgj.83mi.cn:8865/migu.php?id=cctv12
CCTV12,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000032494/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000032494
CCTV13,https://epg.pw/stream/5d3d047c64e44d0a24dc33e5700e579457201d2960036b43819bd930a0bb76a7.m3u8
CCTV13,http://xgj.83mi.cn:8865/migu.php?id=cctv13
CCTV13,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031108/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031108
CCTV13,http://59.173.183.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000008170/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000008170
CCTV14,http://xgj.83mi.cn:8865/migu.php?id=cctv14
CCTV14,http://115.234.196.165:8808/udp/233.50.200.103:5140
CCTV15,http://xgj.83mi.cn:8865/migu.php?id=cctv15
CCTV15,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031109/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031109
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253
CCTV16,http://119.98.143.13:8888/rtp/239.69.1.247:11124
CCTV16,http://123.121.73.105:8686/rtp/239.3.1.184:8001
CCTV17,http://xgj.83mi.cn:8865/migu.php?id=cctv17
CCTV17,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000006000268004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268004
CCTV风云足球,http://www.lizhinas.top:8688/rtp/239.252.219.96:5140$江西cmc3+
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV央视台球,http://www.lizhinas.top:8688/rtp/239.252.219.80:5140$江西cmc3+
CCTV高尔夫网球,http://www.lizhinas.top:8688/rtp/239.252.219.95:5140$江西cmc3+
CCTV风云音乐,http://www.lizhinas.top:8688/rtp/239.252.219.87:5140$江西cmc3+
CCTV第一剧场,http://www.lizhinas.top:8688/rtp/239.252.219.86:5140$江西cmc3+
CCTV风云剧场,http://www.lizhinas.top:8688/rtp/239.252.219.89:5140$江西cmc3+
CCTV怀旧剧场,http://www.lizhinas.top:8688/rtp/239.252.219.90:5140$江西cmc3+
CCTV女性时尚,http://www.lizhinas.top:8688/rtp/239.252.219.94:5140$江西cmc3+
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
CCTV世界地理,http://www.lizhinas.top:8688/rtp/239.252.219.93:5140$江西cmc3+
CCTV兵器科技,http://www.lizhinas.top:8688/rtp/239.252.219.98:5140$江西cmc3+
CCTV文化精品,http://www.lizhinas.top:8688/rtp/239.252.219.81:5140$江西cmc3+
CCTV电视指南,http://www.lizhinas.top:8688/rtp/239.252.219.97:5140$江西cmc3+

CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8


CCTV1,http://101.200.122.188/tv/migu085.php?id=cctv1
CCTV2,http://101.200.122.188/tv/migu085.php?id=cctv2
CCTV3,http://101.200.122.188/tv/migu085.php?id=cctv3
CCTV4,http://101.200.122.188/tv/migu085.php?id=cctv4
CCTV5,http://101.200.122.188/tv/migu085.php?id=cctv5
CCTV5+,http://101.200.122.188/tv/migu085.php?id=cctv5p
CCTV6,http://101.200.122.188/tv/migu085.php?id=cctv6
CCTV7,http://101.200.122.188/tv/migu085.php?id=cctv7
CCTV8,http://101.200.122.188/tv/migu085.php?id=cctv8
CCTV9,http://101.200.122.188/tv/migu085.php?id=cctv9
CCTV10,http://101.200.122.188/tv/migu085.php?id=cctv10
CCTV11,http://101.200.122.188/tv/migu085.php?id=cctv11
CCTV12,http://101.200.122.188/tv/migu085.php?id=cctv12
CCTV13,http://101.200.122.188/tv/migu085.php?id=cctv13
CCTV14,http://101.200.122.188/tv/migu085.php?id=cctv14
CCTV15,http://101.200.122.188/tv/migu085.php?id=cctv15
CCTV17,http://101.200.122.188/tv/migu085.php?id=cctv17


优质源,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,https://test.zapi.us.kg/?id=feicui
翡翠台,http://124.244.149.194:65530/bysid/1
翡翠台,p3p://108.181.32.169:43269/6533f5c20003762b2cfef1ac322c6404
凤凰资讯,https://test.zapi.us.kg/?id=phtv-info
凤凰资讯,http://php.jdshipin.com:8880/xsj.php?id=phtv-info
凤凰资讯,http://146.56.153.245:20121/bysid/257
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
上海新闻综合,http://58.41.27.144:18888/udp/239.45.3.209:5140
黑莓电影,http://[2409:8087:1a0b:df::4014]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8
睛彩篮球,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
睛彩竞技,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
睛彩竞技,http://123.114.19.80:4000/rtp/239.3.1.125:8001


央视频道,#genre#
CCTV FR 法语,p3p://108.181.20.159:31165/60e64818000c636a726f48b644bf347c
CCTV+5+,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv5p
CCTV+5+,http://zy.otioi.cn/live/live.php?token=pfVmkew4&id=cctv5p
CCTV+5+,http://zy.otioi.cn/live/migu.php?token=4zfvOqMj&id=cctv5p
CCTV-HD世界地理,http://125.37.57.186:18888/udp/225.1.2.171:5002
CCTV-HD兵器科技,http://125.37.57.186:18888/udp/225.1.2.166:5002
CCTV-HD央视台球,http://125.37.57.186:18888/udp/225.1.2.170:5002
CCTV-HD央视文化精品,http://125.37.57.186:18888/udp/225.1.2.177:5002
CCTV-HD女性时尚,http://125.37.57.186:18888/udp/225.1.2.172:5002
CCTV-HD怀旧剧场,http://125.37.57.186:18888/udp/225.1.2.173:5002
CCTV-HD电视指南,http://125.37.57.186:18888/udp/225.1.2.167:5002
CCTV-HD第一剧场,http://125.37.57.186:18888/udp/225.1.2.175:5002
CCTV-HD风云剧场,http://125.37.57.186:18888/udp/225.1.2.174:5002
CCTV-HD风云足球,http://125.37.57.186:18888/udp/225.1.2.168:5002
CCTV-HD风云音乐,http://125.37.57.186:18888/udp/225.1.2.176:5002
CCTV-HD高尔夫网球,http://125.37.57.186:18888/udp/225.1.2.169:5002
CCTV-世界地理,http://wuqianmu.synology.me:4000/udp/232.0.0.63:1234
CCTV-世界地理,http://www.akw323.com:9527/rtp/238.255.2.26:5999
CCTV-世界地理,http://xuys.top:8888/udp/225.1.2.171:5002
CCTV-中学生,http://121.24.99.168:8090/hls/24/index.m3u8
CCTV-中学生,http://xuys.top:8888/udp/225.1.1.193:5002
CCTV-体育赛事,http://zy.otioi.cn/live/cqyx.php?token=8sO3Q0p7&id=cctv5p
CCTV-体育赛事,p3p://108.181.20.159:31165/6323522b0000ad5c24e892c57ad041c7
CCTV-体育赛事,p3p://108.181.32.169:42946/64260cbc00081417edfb42307c984dd4
CCTV-兵器科技,http://wuqianmu.synology.me:4000/udp/232.0.0.58:1234
CCTV-兵器科技,http://www.akw323.com:9527/rtp/238.255.2.34:5999
CCTV-兵器科技,http://xuys.top:8888/udp/225.1.2.166:5002
CCTV-发现之旅,http://xuys.top:8888/udp/225.1.1.183:5002
CCTV-台球,http://www.akw323.com:9527/rtp/238.255.2.224:5999
CCTV-台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
CCTV-台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
CCTV-央视台球,http://wuqianmu.synology.me:4000/udp/232.0.0.60:1234
CCTV-央视台球,http://xuys.top:8888/udp/225.1.2.170:5002
CCTV-央视文化精品,http://wuqianmu.synology.me:4000/udp/232.0.0.56:1234
CCTV-央视文化精品,http://xuys.top:8888/udp/225.1.2.177:5002
CCTV-奥林匹克,http://zy.otioi.cn/live/cqyx.php?token=8sO3Q0p7&id=cctv16
CCTV-奥林匹克,p3p://108.181.32.169:42946/642610a2000b33ebee0a7d6c26c160b2
CCTV-奥运体育,http://zy.otioi.cn/live/cqyx.php?token=8sO3Q0p7&id=cctv5
CCTV-奥运体育,p3p://108.181.20.159:31165/62c2e10a000954acac332b30611a0e9d
CCTV-奥运体育,p3p://108.181.32.169:42946/64260cb0000afd53edfb140f10811127
CCTV-女性时尚,http://wuqianmu.synology.me:4000/udp/232.0.0.51:1234
CCTV-女性时尚,http://xuys.top:8888/udp/225.1.2.172:5002
CCTV-怀旧剧场,http://wuqianmu.synology.me:4000/udp/232.0.0.38:1234
CCTV-怀旧剧场,http://www.akw323.com:9527/rtp/238.255.2.33:5999
CCTV-怀旧剧场,http://xuys.top:8888/udp/225.1.2.173:5002
CCTV-文化精品,http://www.akw323.com:9527/rtp/238.255.2.32:5999
CCTV-电视指南,http://wuqianmu.synology.me:4000/udp/232.0.0.91:1234
CCTV-电视指南,http://xuys.top:8888/udp/225.1.2.167:5002
CCTV-第一剧场,http://wuqianmu.synology.me:4000/udp/232.0.0.29:1234
CCTV-第一剧场,http://www.akw323.com:9527/rtp/238.255.2.25:5999
CCTV-第一剧场,http://xuys.top:8888/udp/225.1.2.175:5002
CCTV-老故事,http://xuys.top:8888/udp/225.1.1.188:5002
CCTV-风云剧场,http://wuqianmu.synology.me:4000/udp/232.0.0.45:1234
CCTV-风云剧场,http://www.akw323.com:9527/rtp/238.255.2.28:5999
CCTV-风云剧场,http://xuys.top:8888/udp/225.1.2.174:5002
CCTV-风云足球,http://wuqianmu.synology.me:4000/udp/232.0.0.52:1234
CCTV-风云足球,http://www.akw323.com:9527/rtp/238.255.2.29:5999
CCTV-风云足球,http://xuys.top:8888/udp/225.1.2.168:5002
CCTV-风云音乐,http://wuqianmu.synology.me:4000/udp/232.0.0.47:1234
CCTV-风云音乐,http://www.akw323.com:9527/rtp/238.255.2.24:5999
CCTV-风云音乐,http://xuys.top:8888/udp/225.1.2.176:5002
CCTV-高尔夫-网球,http://www.akw323.com:9527/rtp/238.255.2.223:5999
CCTV-高尔夫网球,http://xuys.top:8888/udp/225.1.2.169:5002
CCTV01,http://1.24.190.98:10080/hls/1/index.m3u8
CCTV01,http://120.84.121.223:808/hls/101/index.m3u8
CCTV01,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV01,http://171.108.239.124:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV01,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV01,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV01,http://xgj.83mi.cn:8865/migu.php?id=cctv1
CCTV01,http://xgj.83mi.cn:8865/xinganjuezhibo.php?id=cctv1
CCTV01,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv1
CCTV01,http://zy.otioi.cn/live/live.php?token=pfVmkew4&id=cctv1
CCTV02,http://1.24.190.98:10080/hls/2/index.m3u8
CCTV02,http://120.84.121.223:808/hls/102/index.m3u8
CCTV02,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV02,http://171.108.239.124:8181/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV02,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV02,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV02,http://xgj.83mi.cn:8865/migu.php?id=cctv2
CCTV02,http://xgj.83mi.cn:8865/xinganjuezhibo.php?id=cctv2
CCTV02,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv2
CCTV02,http://zy.otioi.cn/live/live.php?token=pfVmkew4&id=cctv2
CCTV03,http://1.24.190.98:10080/hls/3/index.m3u8
CCTV03,http://120.84.121.223:808/hls/103/index.m3u8
CCTV03,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV03,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV03,http://171.108.239.124:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV03,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV03,http://xgj.83mi.cn:8865/migu.php?id=cctv3
CCTV03,http://xgj.83mi.cn:8865/xinganjuezhibo.php?id=cctv3
CCTV03,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv3
CCTV03,http://zy.otioi.cn/live/live.php?token=pfVmkew4&id=cctv3
CCTV04,http://1.24.190.98:10080/hls/4/index.m3u8
CCTV04,http://120.84.121.223:808/hls/4/index.m3u8
CCTV04,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV04,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV04,http://171.108.239.124:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV04,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV04,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV04,http://xgj.83mi.cn:8865/migu.php?id=cctv4
CCTV04,http://xgj.83mi.cn:8865/xinganjuezhibo.php?id=cctv4
CCTV04,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv4
CCTV04,http://zy.otioi.cn/live/live.php?token=pfVmkew4&id=cctv4
CCTV05+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV05,http://1.24.190.98:10080/hls/5/index.m3u8
CCTV05,http://120.84.121.223:808/hls/5/index.m3u8
CCTV05,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV05,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV05,http://171.108.239.124:8181/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV05,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV05,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV05,http://xgj.83mi.cn:8865/xinganjuezhibo.php?id=cctv5
CCTV05,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv5
CCTV05,http://zy.otioi.cn/live/live.php?token=pfVmkew4&id=cctv5
CCTV06,http://1.24.190.98:10080/hls/6/index.m3u8
CCTV06,http://120.84.121.223:808/hls/106/index.m3u8
CCTV06,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV06,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
